Video ID,Title,publishedAt,Duration,Views,Likes,Comments,TranslatedTitle,DurationSec,ContentType,EngageRatio,publishedTime
c4S5UoMfMlU,드.디.어. 영국에 한국 치킨 브랜드가 상륙했습니다!!! (32년 기달렸습니다),2021-07-21 11:46:56,1900-01-01 00:10:07,2311203,62563,3247.0,at las.Korean chicken brands landed in the UK !!!(32 years have been waiting),607,Longs,0.028474348640080513,12:00:00
BmrB4yiyuUc,영국 래퍼들이 한국 육회 + 꽃등심 + 삼겹살 + 냉면 먹었더니 반응이!? ㅋㅋㅋ,2021-07-14 12:16:08,1900-01-01 00:18:09,6785461,172973,8451.0,British rappers eat Korean sashimi + sirloin + pork belly + cold noodles.lol,1089,Longs,0.026737166420969776,12:00:00
WmXK7hzvFsw,영국에 한국 분식집 생겼는데 현지인들 줄서고 난리남!!🤭,2021-07-07 11:58:56,1900-01-01 00:10:15,4612914,105175,5063.0,"I have a Korean snack shop in England, but locals are in line with me !!",615,Longs,0.023897692434760327,12:00:00
AZxZIUQHx5Q,한국 분식을 처음 먹어본 영국 고등학생들의 반응?!,2021-06-30 12:38:58,1900-01-01 00:12:31,19774203,550298,25113.0,Reactions from British high school students who had eaten Korean snacks for the first time?!,751,Longs,0.029099074182661118,13:00:00
nxrgOqNzBcg,한국 급식을 처음 먹어본 영국 중학생들의 반응!?,2021-06-23 11:46:57,1900-01-01 00:12:21,11650479,294725,14205.0,The reaction of British middle school students who had eaten Korean meals for the first time!?,741,Longs,0.026516506317036406,12:00:00
XndXI5Hc2Ts,골뱅이 무침에 소맥 먹어본 영국 대학생들 반응은?! (드디어 영국에도 한국 술집 생겼다!!),2021-06-16 11:30:15,1900-01-01 00:15:53,3964657,104021,6528.0,"What are the reactions of the university students who have eaten wheat in the ribs?!(Finally, I got a Korean bar in the UK !!)",953,Longs,0.02788362271944332,12:00:00
PZVDDCGee08,런닝맨 레전드편을 본 영국인들의 반응!!?,2021-06-09 11:30:06,1900-01-01 00:13:29,4739159,110648,3922.0,The reaction of the British who saw the Running Man Legend side !!?,809,Longs,0.024175175384493326,12:00:00
F7mQv50TUy8,영국인들이 한국 레전드 예능을 처음 보더니... 이 반응 무엇!!? (무한도전 레전드.zip),2021-05-26 11:54:57,1900-01-01 00:15:23,3903318,92417,4794.0,The British first saw Korean legend entertainment ... What is this reaction !!?(Infinite Challenge Legend.zip),923,Longs,0.02490470927554455,12:00:00
FHgiOvz6aUQ,영국에서 난리난 한국치킨을 먹으려고 드디어 재회한 영국쌍둥이!! (신부님+소령님),2021-05-12 13:59:26,1900-01-01 00:16:30,3529043,121735,6959.0,British twins finally reunited to eat Korean chicken in England !!(Bride+Major),990,Longs,0.03646711020523127,14:00:00
gClnj1aqc3E,맘스터치보다 맛있는 한국 치킨 버거가 런던에?? (먹어보고 깜놀한 영국친구들!!),2021-05-05 12:04:58,1900-01-01 00:11:32,1854587,69644,4176.0,Korean chicken burger is more delicious than Mom Stutch ??(After eating and surprised British friends !!),692,Longs,0.03980401027290712,12:00:00
k_-jB28D94c,1년동안 외식 못한 영국신사가 4년만에 한국치킨을 먹어보는 순간...!! (feat. 로제 떡볶이),2021-04-28 12:32:11,1900-01-01 00:13:44,2676149,101075,8567.0,The moment when the British gentleman who had not eaten for a year ate Korean chicken in four years ... !!(Feat. Rose Tteokbokki),824,Longs,0.04097006556809804,13:00:00
4ou8Jbg7Ny8,600만원으로 여왕님 리무진 겟한 썰,2021-04-22 11:02:56,1900-01-01 00:08:32,1442104,90547,9937.0,Queen Limousine Gigga for 6 million won,512,Longs,0.06967874716386613,11:00:00
sy9Gh-qEqAc,한국 꽃등심을 처음 먹어본 영국 축구선수들의 반응?!,2020-10-07 13:13:47,1900-01-01 00:11:23,16931668,301051,18137.0,The reaction of the British footballers who had eaten Korean flower sirloin for the first time?!,683,Longs,0.018851539021436044,13:00:00
zx9uQ_NFVbs,영국 집에서 한국식 고깃집 차렸습니다!! (ㅋㄹㄴ때문에 여기까지 왔어요),2020-09-30 12:40:23,1900-01-01 00:12:32,4095753,102477,7553.0,I set up a Korean -style meat in a British house !!(ㅋ ㄹㄴ came here because of it),752,Longs,0.02686441296630925,13:00:00
KL_rXhz08H4,인생 첫 한국 음식먹고 이민 결정한 영국 대학생들?!? (요리 10개 클리어 실화?!),2020-09-24 12:24:20,1900-01-01 00:13:13,7751533,147694,8484.0,British college students who decided to immigrate for their first Korean food?!?(10 clear stories?!),793,Longs,0.020148014592726367,12:00:00
39sGfPRjbOY,저희 유튜브 계속 할 수 있을까요...? 영국의 황당한 정책들...?!,2020-09-16 11:30:38,1900-01-01 00:08:55,3093407,101533,8337.0,Can we continue our YouTube ...?British absurd policies ...?!,535,Longs,0.03551747312914207,12:00:00
StXm8UUqlgw,한국 치킨을 처음 먹어본 영국 대학생들의 반응?!? (feat. 짜파치킨),2020-09-09 11:38:56,1900-01-01 00:12:37,7603445,138050,7466.0,Reactions from British college students who had eaten Korean chicken for the first time?!?(Feat.,757,Longs,0.019138166975627494,12:00:00
qXxOR_Y6ZS0,영국까지 배달 온 한국 치킨 먹어봅니다...!! (ft. 최악의 가성비),2020-09-03 11:49:24,1900-01-01 00:14:08,2122601,50435,2788.0,Let's eat Korean chicken that has delivered to England ... !!(ft. The worst cost -effective ratio),848,Longs,0.025074425198141338,12:00:00
QR6H8wwFs-Y,신부님 VS 군인: 쌍둥이끼리 참참참 게임 하면 생기는일!?😱ㅋㅋㅋ,2020-08-27 12:41:19,1900-01-01 00:14:58,1480182,63623,2608.0,Father vs. soldier: Twins are true to play!? 😱 ㅋㅋㅋ,898,Longs,0.04474517322869755,13:00:00
zjqIlsFOq2o,한우+삼겹살을 처음 먹어본 해외 톱스타들의 반응?!?,2020-08-12 11:40:50,1900-01-01 00:12:14,1206383,24718,1038.0,The reaction of overseas top stars who had eaten Korean beef+pork belly for the first time?!?,734,Longs,0.021349770346564895,12:00:00
3SGlD1VZkUQ,이삭토스트를 처음 먹어본 영국인들의 반응??!!,2020-08-05 11:30:24,1900-01-01 00:10:02,4462135,84652,5663.0,The reaction of the British who had eaten Isaac Toast for the first time ?? !!,602,Longs,0.020240310972213973,12:00:00
v7TpyuWwv0Q,영국에서 이삭토스트 원조맛 재현해보기!! 창업 도전!!?,2020-07-29 11:35:56,1900-01-01 00:14:13,2518966,63802,3672.0,Reneminate Isaac toast aid in England !!Entrepreneurship challenge !!?,853,Longs,0.02678638774798866,12:00:00
1CP9tDTEInY,파맛 첵스를 처음 먹어본 영국할머니 + 애기의 반응?!?,2020-07-22 13:01:08,1900-01-01 00:11:10,1621809,44311,3342.0,British grandmother + baby's reaction?!?,670,Longs,0.029382621504751794,13:00:00
Lf8VGfP6xNk,한국 탑스타분들 모시고 뜨끈~한 돼지국밥 한 그릇 했습니다.,2020-07-08 12:23:46,1900-01-01 00:12:00,2079209,52881,3545.0,Korean top stars have a bowl of pork soup.,720,Longs,0.027138204961598376,12:00:00
NM_Tl0e7J88,연예인들 위해 영국에서 돼지국밥 만들기!! (올리야… 그 돼지 머리 어디서 가져왔냐…?!?),2020-07-01 12:25:31,1900-01-01 00:10:50,803455,30776,2685.0,Make pork soup in England for entertainers !!(You're up ... Where did you bring that pig's hair…?!?),650,Longs,0.04164638965467886,12:00:00
Gpr3d2FaXOo,NCT 인터뷰 비공개 풀영상 드디어 공개합니다...!!,2020-06-17 11:30:10,1900-01-01 00:26:18,6080165,312645,9178.0,NCT interview private full video is finally released ... !!,1578,Longs,0.052929978051582484,12:00:00
LXgKyUnhHdU,신상 한국 라면을 처음 먹어본 영국인들의 반응?!? (영국애기 + 할머니의 첫 라면??!),2020-06-10 11:59:19,1900-01-01 00:14:41,3330319,77405,5650.0,New Korean Ramen's reaction to the British who had eaten Korean ramen for the first time?!?(British baby + grandmother's first ??!),881,Longs,0.02493905238507182,12:00:00
DQWUAb-hmlg,해외 탑스타들의 한국 음식 첫인상은?!,2020-06-03 11:37:21,1900-01-01 00:15:51,8334028,144728,4814.0,What is the first impression of Korean food from overseas top stars?!,951,Longs,0.017943544226153307,12:00:00
dJTlQC4pmMA,요즘 영국뉴스에 한국이 맨날 나오는 이유: 영국의 충격적인 진실,2020-05-27 12:54:24,1900-01-01 00:13:11,2789651,100380,8212.0,Why Korea is always coming out of British news these days: The shocking truth of the UK,791,Longs,0.0389267331289828,13:00:00
4QafrU-AX9I,한우갈비를 처음 먹어본 영국아기의 반응?!?,2020-05-20 11:30:10,1900-01-01 00:11:59,2825930,89122,3485.0,Reaction of the British baby who had eaten Korean beef ribs for the first time?!?,719,Longs,0.032770450789651545,12:00:00
A2OWg1hvwU8,초코송이를 처음 먹어본 영국 아기의 반응은?!?,2020-05-09 11:30:12,1900-01-01 00:03:02,866553,35827,0.0,What is the first British baby's reaction?!?,182,Longs,0.041344268613691254,12:00:00
sBmTn6C7_wM,한국 아쿠아리움 처음 가본 영국 아기!! (친구 사겼어???),2020-05-06 11:30:10,1900-01-01 00:10:54,1845712,59162,1663.0,British baby for the first time in Korea Aquarium !!(Did you buy a friend ???),654,Longs,0.03295476217308009,12:00:00
kx4ATKUI6xU,태어나서 바나나우유를 처음 먹어본 영국 아기의 반응!?!😍,2020-04-25 11:30:10,1900-01-01 00:04:44,3447466,95648,3963.0,The reaction of the British baby who had been eating banana milk for the first time!?! 😍,284,Longs,0.02889397603921257,12:00:00
0o5apvaDr1g,한국 편의점에 처음 가본 영국 아기의 반응!!?? (갑분 뽀로로),2020-04-22 11:30:10,1900-01-01 00:10:06,2683100,83751,3134.0,The first British baby's reaction to a Korean convenience store !! ??(Pororo),606,Longs,0.03238231895941262,12:00:00
gQEqBLNtk4Y,한국 키즈카페 한번 들어갔다가 집에 못갈뻔 한 영국아기?!?,2020-04-15 11:30:11,1900-01-01 00:10:45,3369339,92962,3546.0,Korean Kids Cafe once entered and I couldn't go home?!?,645,Longs,0.028643006833091,12:00:00
yfpIkriNWXk,영국에 없는 한국 과일 먹어보고 반해버린 영국 아기!!😍🍓,2020-04-08 11:30:11,1900-01-01 00:10:44,4554334,127102,5792.0,British baby who was eating Korean fruit that is not in the UK !! 😍,644,Longs,0.029179678082459477,12:00:00
bVveKasFPa8,수영장밖에 모르던 영국애기가 한국 워터파크 가본 반응은?!? (겁 1도없음 주의),2020-04-01 11:30:11,1900-01-01 00:10:02,3707845,106599,4442.0,What did the British baby who only knew the pool went to Korea Water Park?!?(Be careful not to be scared),602,Longs,0.029947584108828713,12:00:00
fwBkXT9PIhM,한국 수산시장에서 2년 인생 첫 대게를 맛본 영국 애기의 반응은?!?,2020-03-25 11:45:12,1900-01-01 00:10:06,3382939,98593,3420.0,What is the reaction of the British baby who tasted the first snow crab for two years in the Korean fish market?!?,606,Longs,0.03015514024935123,12:00:00
SDK3ab6Q-T0,한국와서 인생 첫 눈을 본 영국 애기의 반응?? ☃️🇰🇷,2020-03-18 11:45:11,1900-01-01 00:10:36,3659929,121288,5742.0,The reaction of the British baby who came to Korea's first eyes?☃️🇰,636,Longs,0.03470832357676884,12:00:00
vBYkD9J7hRI,한국에 처음 온 3살 영국 애기의 첫 치킨 먹방!?,2020-03-11 12:16:02,1900-01-01 00:13:17,4928844,154806,10429.0,The first three -year -old British baby's first chicken food came to Korea!?,797,Longs,0.03352408800116214,12:00:00
IsAMST_k81Q,한국에 처음 가본 세젤귀 영국 애기의 반응?!?,2020-03-08 13:23:09,1900-01-01 00:03:18,2142019,98410,10132.0,"The first time I have been to Korea, Sezel Gwi British baby reaction?!?",198,Longs,0.05067275313617666,13:00:00
X2AtZH8OIT0,한식 밥상을 처음 경험한 영국인들의 반응?!? (영국애기 입맛에 최애 반찬은??),2020-03-04 11:35:58,1900-01-01 00:14:16,7517898,120052,10769.0,The reaction of the British who first experienced Korean food?!?(What is the best side dish for the taste of British baby ??),856,Longs,0.017401273600679338,12:00:00
DoOD8LBwjqI,"유튜브의 한국어 차별, 더이상 못 참겠어서 폭로합니다.",2020-02-19 11:30:00,1900-01-01 00:12:40,2136707,77721,11108.0,YouTube's discrimination on YouTube is exposed because I can't stand it anymore.,760,Longs,0.04157285018488731,12:00:00
JVlulhg92bU,호주오픈 테니스 보러 갔다가 먹방대회 참가?!? (ft. 페더러😍나달😍선수 영접),2020-02-12 11:42:10,1900-01-01 00:10:01,802898,23926,893.0,I went to the Australian Open Tennis and participated in the Mukbang competition?!?(FT. Federer 😍 Nadal 😍 Athlete),601,Longs,0.030911772105547655,12:00:00
tETvWC632ZE,10억 마리 동물의 생명을 앗아간 산불... 직접가서 알아봤습니다.,2020-02-05 12:37:14,1900-01-01 00:07:59,719984,31221,1486.0,Forest fires that took the lives of 1 billion animals ... I went to find out.,479,Longs,0.04542739838663081,13:00:00
KRDRShaiBY0,한국 부대찌개를 처음 먹어본 영국 군인들의 반응!?!,2020-01-29 11:30:00,1900-01-01 00:11:11,12725452,224702,12442.0,The reaction of British soldiers who had eaten Korean bag stew for the first time!?!,671,Longs,0.018635408785479684,12:00:00
rOCVOr130X8,영국음식이 진짜로 얼마나 맛없는지 보여주는 손흥민!! (입맛은 아직 100% 한국인🇰🇷),2020-01-22 11:47:04,1900-01-01 00:14:56,11278939,206712,8394.0,Son Heung -min shows how delicious British food is!(The taste is still 100% Korean 🇰),896,Longs,0.01907147471938628,12:00:00
B4UXyZaE8h0,전통 영국음식을 처음 먹어본 손흥민의 반응은!? (티저),2020-01-20 11:44:20,1900-01-01 00:01:22,918484,28667,2198.0,What is Son Heung -min's reaction to traditional British food for the first time!?(Teaser),82,Longs,0.03360428706433645,12:00:00
AwPyJcJNOxg,한국 톱스타 인터뷰를 신입 외국인 리포터에게 맡기면 생기는 일...??? (민망함은 우리 모두의 몫^^),2020-01-15 12:07:33,1900-01-01 00:14:04,4727940,144361,6490.0,What happens if you leave a Korean top star interview with a new foreign reporter ... ???(Empty is the share of all of us ^^),844,Longs,0.03190628476672716,12:00:00
z3PPfevIT6o,올리의 역대급 한국어 테스트... 괜찮겠조??!,2020-01-01 11:54:42,1900-01-01 00:20:40,2470375,77888,5061.0,Oli's all -time Korean test ... Okay ??!,1240,Longs,0.0335774932955523,12:00:00
XHSVEk2EEOk,대구시장에서 직화막창을 처음 먹어본 영국인들의 반응!?!,2019-12-25 11:30:00,1900-01-01 00:10:16,2486098,70294,2788.0,The reaction of the British who had the first time in Daegu Market!,616,Longs,0.029396266760200122,12:00:00
KJYbRky7E1w,경찰관님한테 낚였어요!!😭 외국인 친구 핸드폰 뺏고 산에 버리고 가면 생기는 일…?!,2019-12-18 11:30:01,1900-01-01 00:16:08,2618633,75668,3468.0,I was caught by the police officer !!?!,968,Longs,0.03022034779214957,12:00:00
V2Wc9O8puVw,청국장을 처음 먹어본 영국인의 반응!?! (휴게소에서 왜 이걸..!?😵),2019-12-11 11:30:04,1900-01-01 00:10:57,2368362,59981,2735.0,The reaction of the British who had eaten Cheonggukjang for the first time!?!(Why do this at the rest area?!? 😵),657,Longs,0.02648074914223417,12:00:00
DP77d366roE,Ep.4: 극한 상황 끝에 드디어 수원 왕갈비통닭 처음 먹어본 외국인 3명😫,2019-12-05 12:15:28,1900-01-01 00:13:05,2464095,68889,3524.0,"EP.4: After the extreme situation, 3 foreigners who had eaten the first chicken in Suwon Wanggalbi 😫",785,Longs,0.029387259825615488,12:00:00
VV37h1LrK-g,Ep.3: 한국 온지 1주차 VS 10년차 외국인 차이 (데이브 살려주세요😭),2019-12-04 11:39:02,1900-01-01 00:11:13,2106997,66162,2300.0,EP.3: Korea's first week vs 10 -year foreigner difference (please save Dave 😭),673,Longs,0.03249268983297081,12:00:00
O9Z_6yKoqLQ,Ep.2: 한국어를 책으로만 배운 후유증 100가지... feat. 멘붕 맞교환,2019-11-27 12:09:05,1900-01-01 00:15:43,2268248,73316,3011.0,EP.2: 100 aftereffects learned only Korean books ... feat.Menbung exchange,943,Longs,0.033650200507175584,12:00:00
M6t3LLMByKg,Ep.1: 에릭남을 처음으로 당황시킨 한국 방문 외국인!?! (영국남자 대환장 시리즈 시작~😬),2019-11-20 12:35:38,1900-01-01 00:17:19,5336676,166877,6235.0,EP.1: Foreigners who visited Korea for the first time Eric Nam!?!(British Men's Collection Series Start ~ 😬),1039,Longs,0.03243816937734275,13:00:00
TnQcTee-zjo,이친구 한국에서 혼자 살아남을 수 있을까?! 🚫영어 금지🚫,2019-11-18 13:17:55,1900-01-01 00:02:35,625241,34692,3795.0,Can you survive this friend in Korea?!🚫 Prohibition of English 🚫,155,Longs,0.06155546421299947,13:00:00
c8HAa-FcDpE,그동안 영국 쌍둥이를 사랑해주셔서 감사합니다... ft. 미친조니 + 앤디,2019-11-15 11:36:51,1900-01-01 00:10:34,1036633,37282,1986.0,Thank you for loving British twins ... ft.Crazy Jonny + Andy,634,Longs,0.037880329875664774,12:00:00
Nn-8Fso7qxU,한국 수능을 본 영국 10대들의 반응?!? (저희 선생님 이 영상 안보게 해주세요😳),2019-11-13 12:19:48,1900-01-01 00:13:31,4955824,94735,11723.0,Reactions from the UK's teenagers who saw the Korean SAT?!?(Please don't let my teacher see the video 😳),811,Longs,0.021481392398115834,12:00:00
ef6vuz-tI9Q,마장동 축산시장가서 4kg짜리 1++ 급 한우 통째로 구워먹기?!! (영국 쌍둥이 귀국 거부 사태),2019-11-06 12:03:01,1900-01-01 00:13:30,5712432,98254,5650.0,Go to the livestock market of Majang -dong and bake 4kg 1 ++ Korean beef? !!(British twins refuse to return home),810,Longs,0.018189100544216543,12:00:00
1wheSsBJdsg,한국음식 먹어본 원조 터미네이터 배우들의 반응!?! (인삼주 원샷 후 신개념 하이텐션🤯),2019-10-30 11:52:02,1900-01-01 00:13:09,8711232,162596,11283.0,The reaction of the original terminator actors who have eaten Korean food!?!(New concept high tension after ginseng one shot),789,Longs,0.019960322489402188,12:00:00
8ixnXeGR-kw,한우 + 치즈 조합 처음 먹어보고 영국 못 갈 뻔한 데이비드 베컴?!🤭 (형님 푸파셨군요..!!😍),2019-10-23 11:30:00,1900-01-01 00:13:34,18409920,246191,12951.0,David Beckham?!,814,Longs,0.01407621543168031,12:00:00
tmoj1D54lyo,데이비드 베컴이 생각하는 손흥민 선수는?! 고기 굽굽 인터뷰!! (티져),2019-10-19 11:25:08,1900-01-01 00:01:01,979731,24060,1670.0,What is Son Heung -min who David Beckham thinks?!Meat bend interview !!(Teaser),61,Longs,0.02626231077714189,11:00:00
B5HmlQjfdjc,샘오취리한테 초대 받아서 한국 라디오 생방송까지 나온 영국 쌍둥이!??,2019-10-16 11:47:08,1900-01-01 00:10:57,1325799,45031,1838.0,The British twins who were invited to Sam O'Curi and came to the live radio of Korean radio! ??,657,Longs,0.035351512559596135,12:00:00
gN6_57hMIxk,한국음식을 처음 먹어본 세계탑 F1레이서 루이스해밀턴의 반응!?! (김치전 + 김치볶음밥!!),2019-10-09 11:30:01,1900-01-01 00:10:44,3482883,89444,3312.0,World Tower F1 Racer Lewis Hamilton's reaction to Korean food for the first time!?!(Kimchijeon + kimchi fried rice !!),644,Longs,0.0266319597873371,12:00:00
W6jS8cgK7PE,한국 뷰티제품을 처음 본 윌스미스의 반응은?!? (윌형님이랑 서울에서 약속잡았다!!🤩),2019-10-02 11:30:11,1900-01-01 00:12:57,3938953,118381,5119.0,한국 뷰티제품을 처음 본 윌스미스의 반응은?!? (윌형님이랑 서울에서 약속잡았다!!🤩),777,Longs,0.03135350942242773,12:00:00
OPO9f4-4c7Y,윌스미스씨의 한국 생일상 먹방!!!? (티저),2019-09-30 12:34:39,1900-01-01 00:01:44,1240212,33795,1573.0,Will Smith's birthday in Korea!(Teaser),104,Longs,0.02851770503752584,13:00:00
fRA8xVfqn-E,영국 특공대 VS 신부님!! 쌍둥이의 스포츠 대결... 지면 평생 놀림받는다... 이겨야한다...,2019-09-25 11:30:00,1900-01-01 00:16:18,2954913,67989,2364.0,영국 특공대 VS 신부님!! 쌍둥이의 스포츠 대결... 지면 평생 놀림받는다... 이겨야한다...,978,Longs,0.023808822797828564,12:00:00
gUVMHjZNOYw,한국 치맥+떡볶이 콤보에 반해버린 스파이더맨 베프 네드!!?,2019-09-21 11:30:12,1900-01-01 00:14:29,10574442,217466,6741.0,Spider -Man Baffid Ned!?,869,Longs,0.02120272634716801,12:00:00
ZsMkK98iZHg,이삭토스트 덕후 영국인들이 에그드랍을 먹어보면 생기는일...?!,2019-09-18 11:30:11,1900-01-01 00:10:12,7209033,104442,3485.0,If the British eat Eggdrops after Isaac Toast ...?!,612,Longs,0.01497107864536062,12:00:00
iwEiZffSRqA,영국 군인이 한국 군대 PX 가보고 멘붕온 이유?! (Ft. PX 미슐랭???),2019-09-11 11:30:11,1900-01-01 00:14:53,6383447,116705,3459.0,Why is the British soldier seeing Korean army PX?!(Ft. PX Michelin ???),893,Longs,0.018824312319033903,12:00:00
LabTq1JcYuI,한국 군대 체험에 너무 감동받아서 100인분 통돼지구이 주문한 영국 쌍둥이!! (군대 고기파티 끝판왕!!),2019-08-21 11:15:09,1900-01-01 00:13:38,5994118,120907,3968.0,I was so impressed with the Korean military experience and ordered 100 servings of the British twins!(Army meat party end plate king !!),818,Longs,0.02083292320905261,11:00:00
L9ONOMNCdUI,한국어 댓글이 점점 없어지는 이유....,2019-08-10 11:28:16,1900-01-01 00:12:27,2548916,54475,6073.0,Why Korean comments are getting lost ....,747,Longs,0.023754411679317796,11:00:00
SrH6FkUxIM4,한국 특공대에서 훈련받는 영국 특공대 찰스 소령님 + 영국 신부님?!?! (이게 기초훈련이라고요…?!),2019-08-07 12:14:03,1900-01-01 00:14:36,9450404,194716,8478.0,Grand Private Commander Charles + British Father?!?!(This is basic training ...?!),876,Longs,0.021501091381913407,12:00:00
7A4RiJXvYBU,체질검사 받으러 갔다가 한의원 제대로(?) 경험한 영국 쌍둥이!!?? (ft.신검 한의원 ver.),2019-07-31 12:12:21,1900-01-01 00:12:49,9310068,181650,6041.0,British twins who went to the constitution test and experienced a medical clinic properly !! ??(FT. Shin Sword Oriental Clinic Ver.),769,Longs,0.020160003127796703,12:00:00
m1OWWD4Eiug,세상에서 제일 높은 바에서 서울 야경보고 무한 감탄한 영국 쌍둥이!(Feat. 총알 엘베),2019-07-27 11:30:04,1900-01-01 00:08:56,3183416,69963,1898.0,British twins who admire the night view of Seoul at the highest bar in the world!,536,Longs,0.022573549922473218,12:00:00
sHoHtQXrSrc,영국 쌍둥이 군대 간다는 소식 듣고 치킨 사주러 온 샘 해밍턴 병장?!,2019-07-24 11:56:04,1900-01-01 00:12:14,4895318,92257,2897.0,"Sam Hammington, who came to buy chicken after hearing the news of the British twin army?!",734,Longs,0.019437756648291286,12:00:00
y4nxZIBMqaQ,군대 가기 전에 한국식 호캉스 제대로 즐기러 간 영국 쌍둥이?,2019-07-20 10:30:02,1900-01-01 00:10:45,3036553,73108,2573.0,군대 가기 전에 한국식 호캉스 제대로 즐기러 간 영국 쌍둥이?,645,Longs,0.024923325889585988,11:00:00
xhCuBAtbzQs,"초딩 입맛 영국 쌍둥이, 역대급 한식 맛집에서 신세계 영접!!",2019-07-17 11:34:14,1900-01-01 00:11:53,5742023,98997,3149.0,"Choding Taste British twins, Shinsegae received from Korean food restaurants!",713,Longs,0.01778920077470954,12:00:00
63CT2Ttd3RQ,한국 워터파크 접수한 영국 쌍둥이!! 역대급 하이텐션🤟🤩(+초초초대형 먹방?!!),2019-07-13 11:00:01,1900-01-01 00:11:11,5597422,141106,4078.0,한국 워터파크 접수한 영국 쌍둥이!! 역대급 하이텐션🤟🤩(+초초초대형 먹방?!!),671,Longs,0.025937654870402838,11:00:00
PRkSRgkQ0sw,"영국신부님 쌍둥이형, 특공대 소령의 인생 첫 삼겹살 경험!! (큰일났다… 영국 안 돌아가실듯ㅋㅋㅋ)",2019-07-10 11:37:58,1900-01-01 00:14:22,10133166,176276,7913.0,"British bride twin brother, commando's first pork belly experience !!(It was a big deal ... I don't want to go back to England.)",862,Longs,0.018176846209763068,12:00:00
yW6oqQMfCBU,최초로 영국+한국 정부 허가까지 받은 시리즈 : 영국 신부님과 특공대 소령 쌍둥이.,2019-07-09 11:38:52,1900-01-01 00:02:50,2203602,70115,5704.0,The first series of British+Korean government permission: British bride and commandos.,170,Longs,0.03440684842362641,12:00:00
yIujhU0E6ew,헨리랑 영국남자가 한강에서 노는 법!! (우리 오늘 처음 만난거 맞지…?!),2019-07-03 12:14:17,1900-01-01 00:15:00,4094928,142148,7257.0,헨리랑 영국남자가 한강에서 노는 법!! (우리 오늘 처음 만난거 맞지…?!),900,Longs,0.036485378985906466,12:00:00
mwthBDZ3Od8,김수미 선생님한테 김장배우러 갔다가 김치 싸대기 맞을뻔?!,2019-06-26 12:44:02,1900-01-01 00:13:37,5092831,170826,6628.0,Kim Soo -mi went to learn Kimjang and is right to kimchi?!,817,Longs,0.034843881526797175,13:00:00
f7YRn2MVYJw,NCT랑 중국집에서 1인 2메뉴 뿌셨다!,2019-06-19 12:28:16,1900-01-01 00:16:52,6201443,319091,14310.0,NCT랑 중국집에서 1인 2메뉴 뿌셨다!,1012,Longs,0.053761842203500054,12:00:00
Oggsc2VQdzo,한국 과자를 처음 먹어본 햄식이형의 반응?!,2019-06-08 10:59:39,1900-01-01 00:09:36,8810155,214337,7656.0,한국 과자를 처음 먹어본 햄식이형의 반응?!,576,Longs,0.02519740004574267,11:00:00
TuUTyOdpZmI,크리스 헴스워스 레전드 짤을 처음 본 본인의 반응은?! (티저),2019-06-06 11:34:16,1900-01-01 00:00:59,1467266,36610,2106.0,크리스 헴스워스 레전드 짤을 처음 본 본인의 반응은?! (티저),59,Longs,0.02638649024784872,12:00:00
y7-AfsxCRWk,민우혁 배우님 덕분에 한방통닭 영접하고 득음한 조쉬+올리!?,2019-06-05 11:53:15,1900-01-01 00:13:04,1292537,42557,1777.0,"Thanks to the actor Min Woo -hyuk, the oriental chicken is accepted and gained Josh+Oli!?",784,Longs,0.03429998522286016,12:00:00
Fy_U7J1FoAw,한국 빙수를 처음 먹어본 로켓맨 배우 + 감독의 반응!? (킹스맨 ➡️ 엘튼존이 된 태런에저튼),2019-06-01 11:12:41,1900-01-01 00:10:01,4500174,84775,2670.0,한국 빙수를 처음 먹어본 로켓맨 배우 + 감독의 반응!? (킹스맨 ➡️ 엘튼존이 된 태런에저튼),601,Longs,0.01943147087201517,11:00:00
r6iXF43Hblo,소 한 마리 + 돼지 한 마리 먹었습니다.,2019-05-29 12:12:59,1900-01-01 00:16:02,4666910,70552,2565.0,소 한 마리 + 돼지 한 마리 먹었습니다.,962,Longs,0.015667111643464304,12:00:00
RPDjAiVL6Jg,TV이미지랑 너무 달랐던 하하형이랑 꽃삼겹 + 소주슬러쉬 마시다 생긴 일!?,2019-05-22 11:37:13,1900-01-01 00:17:51,4420527,106567,4343.0,TV이미지랑 너무 달랐던 하하형이랑 꽃삼겹 + 소주슬러쉬 마시다 생긴 일!?,1071,Longs,0.02508976870857253,12:00:00
zjMa89bXVao,조가비 커플 전주에서 데이트하다가 폭풍 오열 + 폭소하게 된 사연은?!,2019-05-11 11:53:30,1900-01-01 00:08:31,1127949,25466,1202.0,What was the story of a storm crowded + bump while dating Jogabi Couple?!,511,Longs,0.023642912933120205,12:00:00
cE6R9_OJjd0,유튜브 최초 출연!! 차인표씨와 야식 먹방하다가 갑분 스쿼트 1000개!? 😳😳 (살려주세요),2019-05-08 12:32:12,1900-01-01 00:17:55,1698820,47791,2194.0,YouTube first appearance !!Cha In -pyo and 1000 squats!?😳 (Please save it),1075,Longs,0.02942336445297324,13:00:00
rPUuWW3Ml_0,전주의 비빔밥 와플??! + 인생 왕껍데기!!😍😲😍,2019-04-27 11:40:45,1900-01-01 00:13:11,1921990,37870,1439.0,전주의 비빔밥 와플??! + 인생 왕껍데기!!😍😲😍,791,Longs,0.020452239605825213,12:00:00
